"gamma","beta","rho","lp"
0.206804024388115,0.239520075946103,0.00397718063775361,-7625.92439490842
0.196940861692036,0.233326015491356,0.00429091966812373,-7622.12982594076
0.195437276520906,0.229675696259582,0.00409867699978221,-7623.05818063006
0.195639092373446,0.229411558165365,0.00405839543132583,-7623.31700663496
0.175351709076363,0.219175528620329,0.0052840282803388,-7625.16372240779
0.180982680061536,0.223324849045776,0.00586878513472978,-7624.78284673534
0.177245355618279,0.211078399525077,0.00509698491839208,-7624.26214242056
0.191141265117824,0.230736428537228,0.00479618604392064,-7621.04720125551
0.18582084868393,0.220637741970696,0.00472623897076146,-7621.87235553857
0.186545236681524,0.228301710437699,0.00493117675721026,-7621.52888540523
0.188795422821615,0.220621151622931,0.00451989011117276,-7622.58395496715
0.186747056328825,0.228181947091516,0.00457551838907546,-7622.02985941877
0.203456631086531,0.236374518574303,0.00396287746612905,-7624.83576840326
0.191059896415875,0.230145853278329,0.0047947973109165,-7621.00592338099
0.182752796139492,0.217169707704044,0.00468947794297191,-7622.89942492936
0.18914020951395,0.224868696566271,0.00476283973718622,-7621.22399359779
0.19484644556268,0.232150694464638,0.00463162274279044,-7621.33595532258
0.192027625860625,0.237729944102425,0.0043675698501902,-7623.24627783015
0.196942020814677,0.235584709366041,0.00514282684882511,-7623.28290711266
0.194952006907857,0.239722959941735,0.00433095771622329,-7623.00799484389
0.185416222940583,0.220199301120272,0.00507238479136263,-7621.68256498031
0.185040221767259,0.221386837762179,0.00481299955848945,-7621.63888171361
0.196307413322263,0.228541937898525,0.00469867269409547,-7622.85716354189
0.173793104559332,0.212172296868015,0.0053385836120867,-7625.06538997107
0.192377997271196,0.228456751603872,0.00455991380198521,-7621.34017156927
0.186773114272221,0.234324750782514,0.00470394896822213,-7624.08090763772
0.190895363148454,0.226855417379038,0.00517511485016802,-7621.77118664622
0.179452205973738,0.213937402110345,0.00531332204262226,-7623.0885363959
0.193374275197041,0.226349357226609,0.00439373960500761,-7622.28388262451
0.201886474728881,0.237054751037934,0.00443027550493539,-7623.25010032041
0.196416386258513,0.240980890544726,0.00415339413418578,-7623.58877625782
0.181911708348758,0.214259042147238,0.00508385845129936,-7623.06366901584
0.188425621448526,0.219558968828007,0.00403202960252947,-7624.81779300559
0.18353604615542,0.217905198184633,0.00492392628646731,-7622.15599158279
0.192547528340341,0.232928995755946,0.00512390000829355,-7622.03693509049
0.182182201885707,0.228895367378555,0.00470855168171581,-7624.52036323087
0.183828196460598,0.218944362930708,0.00544627543599556,-7622.33670848474
0.190548795363112,0.226150476302752,0.00496830299850363,-7621.32255395412
0.190673774763073,0.225569817226338,0.00483291464069229,-7621.35262864661
0.188400596545032,0.22201918605848,0.00466306878126288,-7621.84621348612
0.191218844219522,0.228869428808846,0.00520735748381667,-7621.78260928717
0.198999050319376,0.243256036713528,0.00437024988555492,-7623.38128121175
0.186504774624402,0.230206448066524,0.00516370682079471,-7622.53816947631
0.18227920882775,0.216618166205721,0.00572073403515372,-7623.50722768397
0.189414082110734,0.226658397137146,0.00484366513401165,-7621.00286044747
0.184218990148744,0.226925711513777,0.00575018308161061,-7624.51144939958
0.189685059461428,0.229007438785581,0.00457999834005652,-7621.31622955143
0.182870993870117,0.21488396829261,0.00567814573915851,-7624.27262612245
0.182626287790616,0.22416578635683,0.00535090465038421,-7622.37116117501
0.183853959302154,0.214586980747606,0.00469510690813649,-7623.55122317609
0.182475138575426,0.216099901508251,0.00536654319292396,-7622.72774983065
0.186827226430381,0.22796206263862,0.00479505237231374,-7621.44889062779
0.190666974309611,0.226847018767533,0.00428634865897361,-7622.35279061864
0.191948027262492,0.228903974553063,0.00520721678792686,-7621.96472056112
0.195439481805594,0.233961210547826,0.00419142158953641,-7622.37262374192
0.181053077255279,0.212625907043471,0.0052813761869648,-7623.69595415264
0.186222132545403,0.226519029595204,0.00508058652803578,-7621.35299842846
0.177271162314413,0.213961523388021,0.00530537357327452,-7623.47603949084
0.19040434587413,0.228807089368636,0.00402540266090805,-7624.18270407891
0.18659205839236,0.229388994376995,0.00470844005903808,-7621.97970504239
0.204857995367661,0.245631901193885,0.00380417970945459,-7625.66954559018
0.189041649890566,0.229350798448197,0.00469314292733415,-7621.22898558525
0.196607491395286,0.241286242045233,0.0045726745646062,-7623.11135857484
0.177436355713844,0.217011162601145,0.00526290990668491,-7623.37406773522
0.176962873065248,0.210190250805214,0.00588679065977887,-7625.19572860016
0.195941128954636,0.231484325324642,0.00494552692000817,-7622.28080512245
0.19096534511134,0.228178676897489,0.00498975019842593,-7621.18676496914
0.180784966549382,0.219181489190204,0.00639081086408993,-7626.8440053459
0.192907210399708,0.228083641191957,0.00481830057237096,-7621.46019352845
0.180828589834752,0.224258614879673,0.00527782728801751,-7623.16755489393
0.189221102015872,0.232246725278869,0.00516537024065965,-7622.45301672181
0.186335891765361,0.224267613456272,0.00492099391285234,-7621.16856362546
0.185002652627717,0.225352936381202,0.005143555557467,-7621.5240975868
0.183339765210995,0.222442565191239,0.00559964666970204,-7622.58267996827
0.188744310717213,0.226854021849636,0.00479962205161028,-7621.01398116474
0.195336957760237,0.231623492717296,0.00484897130749535,-7621.74597587953
0.184084299113818,0.221394232423527,0.00544586987118525,-7622.00823058253
0.192788293074415,0.23012167971969,0.00450330787306943,-7621.33767592566
0.181181460941527,0.222265849428979,0.00516532375262515,-7622.33481403588
0.188289083746945,0.223738398483467,0.00494231775545374,-7621.27627828497
0.186486668065505,0.221613356316651,0.00502703325130667,-7621.47998243081
0.191007858070614,0.233439225863818,0.00429914633406352,-7622.60100321256
0.196282658158792,0.238443187339864,0.00471087626758864,-7622.2294223485
0.189309723966294,0.221215895327047,0.00469284467391692,-7622.2912050505
0.198035906129951,0.234404086973003,0.00416181841402728,-7622.66060608452
0.194498309255366,0.230084876508686,0.00472697328481251,-7621.52159080931
0.189828638903461,0.224033792854045,0.00436525404662355,-7622.34585337934
0.181925017221369,0.215949794123705,0.00502866586797509,-7622.55422847585
0.183365817084371,0.225328783631366,0.00551946518318767,-7622.97159962856
0.186761161577211,0.2181099871928,0.00463626783410739,-7622.81589929852
0.191167342079536,0.228274684050553,0.00512198026670259,-7621.52267396429
0.192490481670967,0.230569569095561,0.00506153730556335,-7621.55231039894
0.187745759560113,0.224502352712665,0.00522277586865417,-7621.47442517146
0.173966602541792,0.210378054901855,0.00476508886964289,-7627.16408932465
0.190256219496126,0.230060773699216,0.00443823885279653,-7621.73030826851
0.182393187376826,0.218895554586258,0.00497592121442381,-7622.02634213937
0.186697626300908,0.228710061783175,0.00475403986269848,-7621.69563081593
0.191541560554888,0.231007050507597,0.00461294450253509,-7621.1574378784
0.192433162258233,0.23652099672724,0.00418587197206396,-7623.40812324778
0.189405084898484,0.222141103291908,0.00450968381865135,-7622.26761925285
0.190559966430308,0.226341543521174,0.00420815633027982,-7622.81685960944
0.184692953689413,0.225464039231454,0.00555564634279347,-7622.75898889558
0.187232856732668,0.225579209846738,0.00449340947035691,-7622.00552768607
0.182468049923428,0.215339719317719,0.00563738095528087,-7623.73165137993
0.195561096588506,0.232339574405544,0.00434379156964533,-7621.8449629534
0.192969658102255,0.228231675164012,0.00421984940388859,-7622.47602429383
0.182146541092412,0.219901259449305,0.00539153836174638,-7622.05838703166
0.18585160841395,0.223705844918366,0.0051887842608888,-7621.3508576592
0.18256348079489,0.21844680670383,0.00561110063368223,-7622.74265889004
0.182467604804264,0.222956571248027,0.00508376484265042,-7621.93458448619
0.185051427430613,0.220302157506902,0.0048983078989424,-7621.67693492665
0.183795166330997,0.224969786660494,0.0052798234335524,-7622.0093207013
0.196605616653562,0.237948255480459,0.00446705809001813,-7621.95574075084
0.176438328388791,0.211448952874495,0.00566048717965096,-7624.2593139039
0.183743233121624,0.221963690431257,0.00529804639255647,-7621.68865696186
0.187654715638149,0.21282436063379,0.00355936862346454,-7628.71226669376
0.185633241226585,0.231098336557764,0.00476028211183489,-7623.02403165262
0.186130002883928,0.219054548698857,0.00491581486852965,-7622.10659195155
0.200820026934881,0.234897128076581,0.00469756405730773,-7623.61134377111
0.19571067830892,0.23036235679968,0.00390995873620528,-7624.1383031498
0.193439412647214,0.232311610422688,0.00503225549619841,-7621.70012770979
0.192098083894155,0.229911593816516,0.00486249262157641,-7621.09875695473
0.201930290800947,0.237313505398303,0.00409727503366665,-7623.60003177719
0.186334597906825,0.219277493059769,0.00466954215539496,-7622.31894729435
0.200506645594419,0.236092860589722,0.00465483408715819,-7623.0026668023
0.177997489057821,0.2092956192731,0.00574496650524114,-7625.44904781415
0.198133879653511,0.24191468792886,0.00456354163212742,-7623.0804003214
0.191498995154583,0.231821725849693,0.00514131132878335,-7621.86049436897
0.189493144722253,0.224598984807675,0.0046356336618388,-7621.46591475153
0.190530609476112,0.229393905252337,0.00470772157982275,-7621.02608122206
0.189392099374977,0.231641826369696,0.00453082992019054,-7621.87197379269
0.191879843608138,0.235904929148734,0.00441159278674332,-7622.49286155775
0.198121063077268,0.235909309910208,0.00476751805468471,-7622.21436451891
0.186522987379187,0.225439522476743,0.00528873463319554,-7621.57308805635
0.188449827443325,0.229129082545053,0.0048949996468642,-7621.18997191225
0.188116352195453,0.227278560147407,0.00483239141335115,-7621.0556001486
0.206610233799393,0.239568169388979,0.00424753291464147,-7625.6434586159
0.194180918709496,0.232756593136417,0.00477864760576351,-7621.28866662823
0.198546101823124,0.23555809982183,0.00496738284480038,-7623.07800154815
0.191439637136865,0.225699561046789,0.00504929476647189,-7621.89893316617
0.202708208711324,0.239885831942016,0.00449561515692879,-7623.34539420775
0.19240984869084,0.231279986558867,0.0051525273774056,-7621.87747301761
0.196152547396791,0.237005910228017,0.0044946683831401,-7621.77443634669
0.179054419690347,0.217345757596984,0.00507776842384629,-7622.91023278422
0.197888095943897,0.234308637081897,0.00527931855982677,-7624.51662487487
0.18446307667083,0.227041469887225,0.00429230457938815,-7624.52318239339
0.187644762903814,0.225943351354191,0.00524386528683105,-7621.46337970163
0.195667914104318,0.236739009429026,0.00442211312247304,-7621.84536469887
0.194149622830561,0.230672580047533,0.00475646728664299,-7621.35255137727
0.190722549314735,0.232875288368094,0.00474027261771727,-7621.4858302777
0.186540489888628,0.225438368183169,0.00495929626967201,-7621.13896498442
0.188362772699915,0.225681943639833,0.0046433501490705,-7621.32071414115
0.182902138916271,0.219747252435613,0.00492030840728387,-7621.934019174
0.193608506759375,0.237675998117125,0.00440282223593919,-7622.52152373649
0.189312010831215,0.22420506321877,0.00465223894773729,-7621.49190263204
0.186176359769654,0.224089620686709,0.00477399998637472,-7621.37168030193
0.190580396506562,0.234820843686774,0.00491164957488937,-7622.44442877626
0.184028523734719,0.218834971810548,0.00502341064890003,-7621.8787205161
0.189339563485828,0.23010647394057,0.00443924819410169,-7621.95509844575
0.19661692113719,0.233054578045047,0.00427082363735458,-7622.15670004172
0.177935306708189,0.21498511350091,0.00477973802599608,-7624.45174236659
0.192998837920143,0.225461906901605,0.0043435472673293,-7622.53910547958
0.18700664397643,0.230349534774115,0.00475632696428667,-7622.00635170104
0.18830403965413,0.222990543291371,0.00460511875124677,-7621.73492573336
0.186752171429284,0.229857466788319,0.00512577996853024,-7622.18412623664
0.190594916547748,0.222557346764957,0.00428936874890836,-7622.98532034846
0.192831137425922,0.229681497342218,0.00521325630571591,-7622.20993752833
0.193663040181351,0.235015940809268,0.00439863095100891,-7621.84120276239
0.187212011058379,0.226969865391344,0.00481752168386807,-7621.19784302166
0.187515640072853,0.22521866831532,0.00522353264775996,-7621.40751289181
0.19418535391033,0.234178686792582,0.00527762003325134,-7623.17212737921
0.191098574618736,0.230222684381875,0.00421040638703098,-7622.69370665734
0.182637425243502,0.221921250181342,0.00486889558872562,-7622.06228322562
0.189622470188369,0.224127143512743,0.00497810723281625,-7621.52797618789
0.182449247858087,0.216469740793539,0.00497991857501533,-7622.45661813845
0.195718427321568,0.229497785284643,0.00518672328957092,-7623.67208605953
0.187450957782444,0.223584888722661,0.00432713081989949,-7622.84067952558
0.186228464062692,0.231277574087489,0.00500142523918159,-7622.85894093413
0.185723059026537,0.225238898459838,0.00480011508681885,-7621.43777157638
0.188340840717937,0.227539387890676,0.00460825343779718,-7621.40426487164
0.188917248489647,0.226122342461299,0.00486058283241936,-7621.01683088552
0.188434430102606,0.221631834550416,0.00466878725943526,-7621.94828225368
0.188158924583422,0.223520219524896,0.00507822333549281,-7621.42373664792
0.18162884186765,0.227169921929602,0.00546918875636757,-7624.73492408491
0.176717928370965,0.211231811648845,0.00513581842099712,-7624.29130701018
0.195611300451621,0.225255973567819,0.00430790568413289,-7623.80353471456
0.189994676887927,0.224050614931739,0.00541506581654059,-7622.99177118129
0.196038689498624,0.238234825764296,0.0040479636114976,-7623.54385640396
0.184289175267826,0.21761543914915,0.00523348551149109,-7622.39511093705
0.195237559253477,0.22976041957997,0.00505013914133943,-7622.67642095732
0.188287040036187,0.22317181285043,0.00494796682275092,-7621.39681202244
0.178757872982306,0.217674557849003,0.00540221519616872,-7622.85563069918
0.200685197965613,0.241322827559317,0.00392369585689141,-7624.24874783175
0.184434917921474,0.223875351416626,0.00519230978029623,-7621.52466685763
0.1798130384803,0.216051093898466,0.00492799551036877,-7623.06126270124
0.190720646766447,0.233927089519608,0.00495723974262661,-7622.09646461525
0.186552904030283,0.216177699565885,0.00446988637392964,-7623.8346156143
0.189369098392955,0.230308072933524,0.00463160927430156,-7621.39244664547
0.194361859928983,0.22695660468964,0.00443317402912214,-7622.36982312096
0.192399851354999,0.233431960098877,0.00461066466839707,-7621.35920082155
0.193550987949513,0.22890665334798,0.00484068832074371,-7621.54098609565
0.194100864576878,0.227339256576667,0.00457992842753281,-7622.02543204315
0.196719423610679,0.23592761576181,0.00445162258222968,-7621.71569603071
0.181664397326203,0.211937433650545,0.00586657365049986,-7626.15352643896
0.182113605477368,0.216962023049169,0.00554576939804549,-7622.80533136325
0.183436688270246,0.220407372458747,0.00553163107212193,-7622.31008432724
0.185559617828416,0.223589066863388,0.00536379626846006,-7621.73113412139
0.19809577057984,0.236769609316352,0.00404642910084834,-7623.17335151183
0.182697902431193,0.221862946485178,0.00547726866551746,-7622.22569302488
