"gamma","beta","rho","lp"
0.214782699535624,0.232182405960033,0.00702351840893645,-6859.98337738238
0.210845712068444,0.2363612136434,0.00811029383867233,-6861.61521598073
0.2083716767906,0.229497616050405,0.00771863325198847,-6859.73761558694
0.223508141177845,0.242559209854057,0.00651542187072724,-6859.79582457352
0.21368825448909,0.226064843950216,0.00576863520475707,-6861.87000121275
0.203509693481555,0.225821224343968,0.00832289436367383,-6861.12799215582
0.220579631855748,0.242058000987366,0.00640909735688277,-6858.8343381355
0.210151859994414,0.232932312169582,0.00719797801533463,-6858.74860510664
0.209536182142542,0.233018676263167,0.00675394840368128,-6859.32321931967
0.211163639764972,0.229701566015181,0.00768140163820638,-6860.94429275634
0.221154197841513,0.242773072893023,0.00651142334564315,-6858.88609022804
0.21899129569241,0.239973094563055,0.00679040444246708,-6858.9306926592
0.205656305731741,0.219031709765951,0.0075611384765187,-6863.80987248892
0.208796725051896,0.230897389158163,0.00741820712501721,-6859.00069411654
0.211427188226044,0.233274823533952,0.00646218334652216,-6859.46354357352
0.210673753594859,0.231235790325097,0.00738953260351339,-6859.21119400292
0.212521412985057,0.233890772106957,0.00718823731033734,-6858.81452949957
0.213994108120751,0.239329778489623,0.00670540748992455,-6859.12266690109
0.22403249726648,0.249181388050956,0.00602018879410127,-6860.16878566656
0.217303877734908,0.233939133119187,0.00593841184009225,-6860.01434129062
0.213499051562636,0.234162641971437,0.00691717938925254,-6858.6534315562
0.22392751600741,0.245047329939909,0.00623440052685465,-6859.23834408814
0.205849819427911,0.2278899069164,0.00744967828346141,-6859.22371032356
0.212490204096483,0.235087998196017,0.00631899142700304,-6859.86537443392
0.216556902780292,0.23751981798404,0.00734420933595277,-6859.92378398384
0.200760903321074,0.223313104212735,0.00737796768844874,-6860.42832121417
0.226970444136681,0.246295639228304,0.00559944087246662,-6860.63181135937
0.215116093625554,0.234542970868871,0.00698238711316166,-6859.09442078153
0.209187180080256,0.233798989816876,0.00742048112695656,-6859.12318586247
0.220961609030615,0.242542681722075,0.00659184708160632,-6858.91459004885
0.222541933720354,0.243784196835631,0.00620413239737815,-6859.121735386
0.210255450472809,0.22593992415765,0.0065654895753605,-6860.13014369596
0.21322485249129,0.231647946986073,0.0070996390100312,-6859.48326554465
0.223009747496801,0.249268703878076,0.00637533709677168,-6859.7939588191
0.218963872559858,0.236587923152857,0.00629824315654116,-6859.35943450193
0.204243766435644,0.226930938677786,0.00728874430774318,-6859.54775450388
0.207045548718516,0.229621342122924,0.00774870229306582,-6859.56437454704
0.218330835664493,0.247360570896901,0.00720547590098104,-6861.23574158828
0.210065417993924,0.233845197391217,0.00751181016371769,-6859.17962474805
0.224179607949554,0.249526843130946,0.00640929067851015,-6859.65938704258
0.210703957667725,0.237739746860318,0.00682607388870437,-6859.90783507923
0.224692272304596,0.245312812074616,0.00594331126668444,-6859.64883097695
0.210303296644757,0.225228173562867,0.00657468656403336,-6860.4812313828
0.232961250818679,0.252923796377493,0.00598373954809518,-6861.34794538862
0.222926295378295,0.238792283416103,0.00555158090606592,-6860.88286036058
0.210586779990618,0.22615110213061,0.00657500650906878,-6860.15497749756
0.212462994254036,0.229119433842483,0.00642281936204192,-6859.66612508479
0.209526682789537,0.229941806308329,0.00690547771478941,-6858.90882747631
0.197684516737126,0.215782267148657,0.00799516958977487,-6861.89905087125
0.228767628555057,0.256030899665265,0.00673919676036636,-6862.22177919533
0.220450270814948,0.241250654213243,0.006369291088377,-6858.87011281253
0.212317419779279,0.23218045251131,0.00754532106518744,-6860.06057352854
0.203405074402938,0.22184438196379,0.00714971563198351,-6860.14098254945
0.223809415037333,0.243143098249233,0.00593098830532619,-6859.657098356
0.217735496879785,0.241052358504334,0.00594720968985844,-6860.59589282584
0.226502539748023,0.242511743761975,0.00537903617395017,-6861.44083073614
0.202684866135234,0.229862043069943,0.00781773093647335,-6860.71644747306
0.203876471578758,0.229100603785259,0.00740157900934135,-6859.92018877958
0.213845449349133,0.233047400031316,0.00715708084065694,-6859.38458528221
0.216478142346355,0.240718056380123,0.00675275422154938,-6858.74238023563
0.223933072569431,0.240397942326996,0.00612709940959578,-6860.34611470178
0.198005295704378,0.212687354665764,0.00735747545054234,-6862.90880977789
0.216742260963062,0.240001823115024,0.00682553117813294,-6858.64464929113
0.200626537598888,0.220037814663295,0.00732712356585677,-6860.58970914247
0.213408717642494,0.234233350392894,0.00611142317706187,-6860.18292744602
0.206047000012016,0.224738989060361,0.00758419267460974,-6860.07316289775
0.218874120012403,0.236482422762593,0.00584252857972896,-6860.04565392733
0.20158232414269,0.216462550537112,0.00695392348321939,-6861.84253813676
0.203202675307546,0.227389542552315,0.00739834692668884,-6859.87952640245
0.210410159416728,0.227213130353313,0.00734068396941798,-6860.64001954608
0.221031091911389,0.240684488051769,0.00646193609170543,-6859.09074505804
0.20921970675026,0.225608719035066,0.00638776032829238,-6860.22948404811
0.22664744067243,0.248554527477089,0.00621367413097478,-6859.64954792872
0.199768208705522,0.224226066946458,0.00826839181033249,-6861.06392093227
0.214080185285503,0.231735711894532,0.00674496151218207,-6859.3034772527
0.199553440919468,0.222470085292467,0.00811673832073784,-6860.74471849192
0.214843604857709,0.237030305744472,0.0069658602894027,-6858.6095005008
0.206469948175414,0.232045618290121,0.00721250528397437,-6859.62605020739
0.224207331805346,0.244174916284228,0.00626857375663359,-6859.40001128477
0.213471469744456,0.237072185101583,0.00744783115203905,-6859.36169233721
0.211333638532316,0.226230443073613,0.0070550579520788,-6861.27920761937
0.209120253460223,0.230693892895617,0.00732726759748428,-6858.9236635114
0.209874960122995,0.230251294528363,0.00684200750617055,-6858.91664349165
0.227137111448965,0.251306962710516,0.0060252709051842,-6860.08875341506
0.217242222578687,0.248240363118586,0.00765231459714315,-6864.21190712603
0.221851672964726,0.247618994241299,0.00725974891649156,-6861.1999591162
0.211060956701193,0.231041016860433,0.00742211761548224,-6859.47024002009
0.203775844654744,0.222441149352191,0.00707244089463978,-6860.06714371203
0.210556727587645,0.227482156413568,0.00730879588733122,-6860.48793990109
0.200823100774868,0.217322048458062,0.00670414521573283,-6861.9890357998
0.222765074346748,0.243896900386207,0.00574484277451803,-6860.3418761449
0.208324264670464,0.234866723902898,0.00760163915200247,-6859.8336032428
0.214714612429132,0.234999491422845,0.0061286112292344,-6859.7411815628
0.210792842035115,0.225655142444561,0.00599561070669877,-6861.06694588605
0.202159314438248,0.224792114558597,0.0074114262205341,-6859.96186485863
0.218731107537553,0.245857669845311,0.00668244754704171,-6859.63078097693
0.201223120974549,0.222050688843873,0.00693034778941741,-6861.17091949129
0.208627853756502,0.226163198190343,0.00683920642926769,-6859.58531743188
0.218386045910794,0.240991127454047,0.00644794797359047,-6858.77178379937
0.215163065005438,0.243471409023192,0.00656984830185089,-6860.3748825064
0.205623054592406,0.227483187032567,0.00731574345629491,-6859.23389672078
0.218550816184546,0.245376599646945,0.00713063965628356,-6860.06267647671
0.216874266911222,0.245573384111092,0.00643900417330353,-6860.71677752714
0.205508863052792,0.218846118604517,0.00626398594855548,-6862.12127448278
0.219209912672659,0.24254292585804,0.00670036856323892,-6858.78557502957
0.221363169207051,0.240523347981683,0.00610515525055077,-6859.29457432216
0.226113670281596,0.241624978333856,0.00537975192230847,-6861.49034146371
0.20772269021295,0.221164399610274,0.0069391174444931,-6862.00084566618
0.226049746732123,0.244462274054611,0.006420775354241,-6860.51248946788
0.216760272399952,0.239754431455267,0.00715655676693,-6859.13099473894
0.233752644087901,0.249557526728814,0.00542186472330038,-6862.58386291585
0.219433273686664,0.239872383066211,0.00632355048244342,-6858.88079575677
0.206051943995962,0.230559415529192,0.00800942434284778,-6860.2606492238
0.211251813951105,0.234914457990161,0.00717770594308345,-6858.75608776466
0.224162289884231,0.247876571600717,0.00550552652123375,-6862.28488762729
0.211822776549493,0.227990954543334,0.00663908772558964,-6859.83857158914
0.201845992108533,0.229892482040791,0.0082337784249594,-6861.85412450023
0.223120938614342,0.244551459981787,0.00630986710088211,-6859.10808493705
0.223091837570124,0.237460544854811,0.00579082288240302,-6861.08052997282
0.208963548918488,0.224754117986438,0.00701046323200417,-6860.44638708003
0.215236594307445,0.235435411363271,0.00596886983803143,-6860.29358481616
0.214107393014925,0.23350200010692,0.00709203862234383,-6859.20625017845
0.205820292342969,0.226635802647736,0.00729037279417689,-6859.26383901481
0.221785304004138,0.241005067276095,0.00621288500853072,-6859.22070982345
0.216143869537718,0.24018195923583,0.00707526588102152,-6858.9241308889
0.204508006138694,0.218478035917427,0.0074174645193589,-6862.68226032872
0.214465153563351,0.237009295936243,0.0072244848977153,-6858.9539421043
0.212134086713157,0.224395826042566,0.00606897289083083,-6861.86393641567
0.220645607435839,0.237803183006152,0.00602542559299441,-6859.71439147953
0.221108468554147,0.245526754366468,0.00687356698085421,-6859.43118842684
0.214219874085411,0.231940689873461,0.00640888426209118,-6859.27702943472
0.209952332453806,0.231535169673696,0.0068781939557144,-6858.83747962684
0.226705900129997,0.249719381270738,0.00628705989333413,-6859.71362880118
0.211718183734976,0.229711554797832,0.0063482870226975,-6859.61162003297
0.217486150431365,0.230854187492903,0.00619441935830947,-6861.33459159605
0.223302143883467,0.242218507906137,0.0056029786066783,-6860.62215132416
0.202090836544453,0.226726549135685,0.00802929402741886,-6860.40069742982
0.208329947313488,0.231575482730025,0.00701548167941718,-6859.05152453716
0.216203810523158,0.233714972558666,0.00664350059415578,-6859.3851070798
0.220018504379077,0.238495613952693,0.00670159860817229,-6859.62922178409
0.21684438398052,0.234153673437007,0.00670319538654489,-6859.62147258892
0.211333615565038,0.234233476270462,0.00718476952798139,-6858.71270568654
0.229076678701371,0.242897862567114,0.00510033164767285,-6862.81365174362
0.208930643475612,0.226531688876939,0.00680347273257451,-6859.53956604724
0.214221302373707,0.241675913194243,0.00766400226920181,-6861.09595526017
0.2255353120989,0.250903222560147,0.00641843341755091,-6859.90312515888
0.210196799223846,0.233031211883014,0.00664986915416191,-6859.33310446542
0.213310484981331,0.2306057893542,0.00617769894100379,-6859.81803625712
0.214710175233015,0.235238677728923,0.00665192876684178,-6858.6469790617
0.202761526818207,0.226677190355061,0.00721278933781581,-6860.24259738252
0.211092327242322,0.231252715706576,0.00766042311230392,-6860.15016384006
0.203867494670886,0.220685726266766,0.00662254790927292,-6861.05461665292
0.217468620972985,0.234557856867985,0.0066558550310069,-6859.72698027148
0.215210838815075,0.234996439967075,0.00671025144916098,-6858.73104371311
0.200049047550177,0.224873260367632,0.00702004692452246,-6862.21369102581
0.202961640654703,0.228701332476406,0.00740655222374762,-6860.27944252012
0.22644755358902,0.240155479932617,0.00554230248139235,-6861.93760672342
0.22967498862238,0.249658192325363,0.00596820682616295,-6860.39790805766
0.215772315316082,0.236628188778834,0.00694016511711539,-6858.77006932281
0.227602945105976,0.244871033051767,0.00637906028697447,-6861.47634066012
0.216006216581322,0.242517459353837,0.00605104553850987,-6861.57758184
0.208739663413228,0.225218013293433,0.00716309526666884,-6860.30635522072
0.215067314572014,0.241545808394617,0.00697590979663441,-6859.26972435581
0.208078079273063,0.231477657028859,0.00697284968175441,-6859.17981192579
0.205808857767562,0.228421218976988,0.00790577848518637,-6859.91389827962
0.209053659609302,0.229459107487612,0.00699901557505927,-6858.92006629141
0.217174837069994,0.230568844299255,0.00618277572996987,-6861.26909987497
0.237516888425459,0.261174746774678,0.00575789380907462,-6862.57602991214
0.207626840366833,0.23562413541397,0.00650543515639798,-6862.4558749009
0.206258946078773,0.222542665764535,0.00670274152652534,-6860.41561986669
0.2082988356703,0.233574866398385,0.00742908919975864,-6859.28951514427
0.211908459643401,0.235922627805287,0.0070302180565102,-6858.73614329443
0.209307441196598,0.229120625606158,0.00766344833195021,-6860.02484076065
0.210481939505827,0.232247707364933,0.00753104187789206,-6859.3087033368
0.205273983995116,0.231467929360798,0.00817611076840557,-6861.06827925018
0.216130598519841,0.238925766232936,0.00762899889694671,-6860.68463571282
0.202142256872125,0.224005401788893,0.00714565417804031,-6860.32247232154
0.219796984408846,0.241530357227387,0.00681967924533934,-6859.02113699741
0.2198839709848,0.236417472581,0.00600310952061301,-6859.87499769837
0.226935996070658,0.24893986413966,0.00635251018891386,-6859.81348416451
0.225898775574575,0.242791568445989,0.00624895885016026,-6860.78562227654
0.214990968133771,0.234226293498668,0.00662010858895534,-6858.8246690291
0.220706905486601,0.239063366237351,0.00636514623974923,-6859.31494832785
0.217942284523972,0.238308914102816,0.00634020494428488,-6858.86275300541
0.219473989552653,0.240798569381285,0.00654191914665617,-6858.73827792176
0.217035141334671,0.241570189261964,0.00765791780090558,-6861.14105460154
0.218003265178634,0.236091279365014,0.0067765155827819,-6859.58013561277
0.216577488692947,0.234950403024878,0.00643200434315853,-6859.05277732813
0.212104620090252,0.229163359820235,0.00634089551136731,-6859.70498528374
0.210610096704564,0.234836948827756,0.0068978025925445,-6858.98986528752
0.208403951907465,0.234689901683259,0.0070566372874927,-6859.65698994392
0.200802736586669,0.221988244291006,0.0076686699204957,-6860.2186304433
0.219359334298117,0.234705152593439,0.00610193499678065,-6860.24764187097
0.213687293604709,0.231718371154838,0.00673147054650071,-6859.15150475063
0.213941954401729,0.230789829521966,0.00623955665408905,-6859.69622286947
0.214442142350353,0.226958195338264,0.00589187084868252,-6861.65359574553
0.195450965918787,0.220419755766763,0.00750168160715687,-6862.92106258759
0.215337221981616,0.23212172769056,0.00708901394456508,-6860.64236790929
0.212607282312531,0.229364458442523,0.00621919659692563,-6859.90826121389
0.218942527634902,0.236262708955679,0.00618433857463194,-6859.48322205816
0.204844370188861,0.222796805728831,0.00682689272871654,-6860.21370793745
0.208665603016013,0.220939665294933,0.00674249872365072,-6862.6585597829
0.218867994941711,0.244807244930789,0.00605138467507543,-6860.72895703894
0.202921802596956,0.224641880573012,0.00769449865462057,-6859.79268841232
0.219505963793338,0.246061957329748,0.00673447999123615,-6859.49656570937
0.195159650210107,0.219051546633696,0.00763773929601346,-6862.4668195376
0.218026073770049,0.234574862980428,0.00641410669378416,-6859.73419614623
0.205281536060177,0.223722626166942,0.00766729597675331,-6860.36614394907
0.217035536827154,0.237106198074771,0.00632399668969282,-6858.92945622639
0.224320921004726,0.244951991411929,0.00590107234728787,-6859.72431993445
0.212061765518665,0.237940523219824,0.00734269831557946,-6859.33333179514
0.219443080393872,0.233061959132728,0.00595340929741309,-6861.14356295021
0.213901908358641,0.230763861869439,0.00602390203480729,-6860.16671667975
0.197599396654488,0.215287081466392,0.00810669759359881,-6862.29025892846
0.22216406132819,0.234837670094131,0.00635794509302736,-6863.39911026145
0.221533657037712,0.238178556329933,0.00590784824691423,-6860.009975018
0.228934024809894,0.252242096186881,0.0064415567924022,-6860.54052488303
0.206605401677327,0.225758550799591,0.00713248019571132,-6859.40388478746
0.21972316178942,0.236973951604967,0.00683191236911051,-6860.52356465783
0.214336334526821,0.234626163112405,0.0064671329292891,-6858.88411488623
0.210515212951206,0.22811935493459,0.00722387255730629,-6859.89954533157
0.218091141194334,0.24170786914781,0.0070846003981336,-6859.21530658068
0.210659269098879,0.234085908153112,0.00692116625506226,-6858.82790125686
0.221007784814592,0.235467730377621,0.00589406438501184,-6860.80509087743
0.219636896354837,0.235733631222231,0.0066754143212618,-6860.7498313187
0.221978784231082,0.241015163931897,0.00612806394527255,-6859.31951601163
0.211770231016105,0.232705306311201,0.00716183459027809,-6858.80648477988
0.206844363522017,0.221125646049758,0.00694495452503186,-6861.38605882366
0.221736881276755,0.240266254408331,0.0065394215507303,-6859.63087872585
0.209590861024295,0.23244465791738,0.00732979735746057,-6858.86765661202
0.211582857977831,0.230152508496273,0.00648704775459418,-6859.30542297027
0.206598728903978,0.228955263272442,0.0071956486877856,-6859.12041786284
0.214465982695379,0.237323799685127,0.00684279522536288,-6858.56344221391
0.198411779045222,0.221628574175068,0.00799067750422929,-6860.86179817393
0.220374879743463,0.238658299587576,0.00610144206458258,-6859.38919052855
0.200747798864011,0.221385564383751,0.00691925384188322,-6861.39707133069
0.210753605324239,0.230394693933708,0.0071684069438594,-6859.05625737261
0.204424775863583,0.224977754272288,0.00756813254212597,-6859.62755278305
0.221921555451442,0.245179456344888,0.00628366360610649,-6859.12852216511
0.217906169380805,0.242294274660932,0.0065468642566559,-6858.91540367148
0.198087211513204,0.223038540924639,0.00812071620825944,-6861.22023583648
0.211290638418273,0.228291082977453,0.00627085971915974,-6859.97292120717
0.216563128058003,0.237173768651638,0.00695974435291869,-6858.93466627958
0.213164409323859,0.23798694507153,0.00645923505520424,-6859.72926186804
0.218408674102634,0.243144845777447,0.00688409607473199,-6859.02886503664
0.216029402387508,0.234438886855106,0.00605572643419759,-6859.6858794632
0.215192137068415,0.23728301320192,0.00713433248427583,-6858.88622153315
0.212335646344199,0.23137706346083,0.00714076302766696,-6859.2573034335
0.214085812641689,0.232120370817958,0.00640588479077287,-6859.22497196121
0.220882492856828,0.249349016220074,0.00628143218568563,-6860.77603888939
0.225463660863205,0.249186616040303,0.00657999725611909,-6859.81981084651
0.223690837388388,0.242909337160722,0.005374953283441,-6861.80105829444
0.213082812383016,0.234448377658154,0.0072678824923008,-6859.00366174812
0.216937035339871,0.243465550714668,0.0065414685498585,-6859.54996230113
0.211278769191328,0.229700578322342,0.00667475559081136,-6859.15019976634
0.216380957896053,0.232658295397207,0.00653342400312027,-6859.83470124912
0.21192963562139,0.231477751690602,0.00686133319542206,-6858.83511616488
0.200391772313241,0.226505100845292,0.00839273343546861,-6861.62510961862
0.200915442045166,0.219376033385427,0.00761877059110555,-6860.71687629119
0.222800502679266,0.244632668711684,0.00620795046009628,-6859.14679757228
0.217303987837211,0.241306459363283,0.00715992425464491,-6859.27634364061
0.208104700198893,0.230364284350152,0.00769212895258472,-6859.48969135478
0.211118961314216,0.232806054638283,0.00670732460008712,-6858.90487448305
